name,url,description,test_type,duration,remote_testing,adaptive
Docker (New),https://www.shl.com/products/product-catalog/view/docker-new/,"Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Dojo (New),https://www.shl.com/products/product-catalog/view/dojo-new/,"Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Drupal (New),https://www.shl.com/products/product-catalog/view/drupal-new/,"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
DSI v1.1 Interpretation Report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,"DSI v1.1 Interpretation Report Portuguese (Brazil), Dutch, Finnish, French, Latin American Spanish, Norwegian, Swedish, English (USA), English International, Chinese Simplified, Chinese Traditional, Danish, German, Icelandic, Italian, Russian, Test Type:P",['Personality & Behavior'],2,No,No
Econometrics (New),https://www.shl.com/products/product-catalog/view/econometrics-new/,"Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Economics (New),https://www.shl.com/products/product-catalog/view/economics-new/,"Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,"Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,"Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,"Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,"Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,"Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of VLSI. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,"Multiple-choice test that measures vocabulary, grammar and reading comprehension skills. Entry-Level, English (USA),",['Knowledge & Skills'],2,No,No
Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,"Multi-choice test that measures the knowledge of enterprise Java beans (EJB), types of EJB, transactions and concurrency. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.
For more information, visit: 
https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ . Director, Executive, Manager, Mid-Professional, Test Type:P",['Personality & Behavior'],2,No,No
Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment.
For more information, visit: 
https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ . Director, Executive, Manager, Mid-Professional, Test Type:P",['Personality & Behavior'],2,No,No
Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,"The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds.Report Language Availability:English (USA) Entry-Level, English (USA), English International, French (Canada), German, Italian, French, Dutch, Norwegian, Finnish, Swedish, Danish,","['Competencies', 'Personality & Behavior']",2,No,No
Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,"The Precise Fit Entry Level Customer Service Solution (Retail/Contact Center) is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone or in person; taking orders; solving product or service issues; and responding positively to difficult or irate customers.Report Language Av","['Personality & Behavior', 'Competencies']",2,No,No
Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,"The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions where customer service is not central to the role, but is still essential for successful performance on the job. Sample tasks for these jobs include, but are not limited to: interacting with customers o","['Competencies', 'Personality & Behavior']",2,No,No
Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,"The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment.Report Language Availability:English (USA) Entry-Level, French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English Int","['Competencies', 'Personality & Behavior']",2,No,No
Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,"The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.Report Language Availability:English (USA) Entry-Level, German, Italian, Chinese Simplified, Finnish, Da","['Competencies', 'Personality & Behavior']",2,No,No
Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,"The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and
operatin","['Personality & Behavior', 'Competencies']",2,No,No
ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,"Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for",['Biodata & Situational Judgement'],2,No,No
Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for",['Biodata & Situational Judgement'],2,No,No
Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for",['Biodata & Situational Judgement'],2,No,No
ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,"From assessment to intelligence We combine proven behavioral science, predictive analytics, and transparent AI todeliveractionable insights that take the guesswork out of people decisions. All SolutionsTalent Intelligence",['Knowledge & Skills'],2,No,No
Filing - Names (R1),https://www.shl.com/products/product-catalog/view/filing-names-r1/,"This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized names and one is blank. The test taker is required to select the name from a list that belongs on the blank tab. Entry-Level, English (USA),",['Knowledge & Skills'],2,No,No
Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,"This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab. Entry-Level, English (USA),",['Knowledge & Skills'],2,No,No
Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,"Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate financial ratios. Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,"Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,"Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,"This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given. Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor, English International,",['Knowledge & Skills'],2,No,No
Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,"This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given. Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,"Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,"Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,"Multi-choice test that measures the knowledge of front office operations. Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering. Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate, English (USA),",['Knowledge & Skills'],2,No,No
Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying. Mid-Professional, Professional Individual Contributor, Graduate, English (USA),",['Knowledge & Skills'],2,No,No
GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,"Multi-choice test that measures the knowledge of how to use GIT for version control. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,"The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today. Indonesian, Italian, Swedish, Thai, Portugues","['Competencies', 'Knowledge & Skills']",2,No,No
Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recru",['Biodata & Situational Judgement'],2,No,No
Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recru",['Biodata & Situational Judgement'],2,No,No
Graduate Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recru",['Biodata & Situational Judgement'],2,No,No
Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL). Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup. Fro",['Knowledge & Skills'],2,No,No
HiPo Assessment Report 1.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This version is used in regions where normed data for Verify Gen 1 and","['Competencies', 'Personality & Behavior']",2,No,No
HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This report equips organizations with data-driven insights for identif","['Competencies', 'Personality & Behavior']",2,No,No
HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,"This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential. Test Type:C Remote Testing:",['Competencies'],2,No,No
Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,"Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks. Entry-Level, Front Line Manager, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,"Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,"Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,,['Knowledge & Skills'],15,No,No
IBM DataStage (New),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,,['Knowledge & Skills'],15,No,No
IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,"Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,"Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,,['Knowledge & Skills'],15,No,No
Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,"Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Interpersonal Communications,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,"This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communica",['Knowledge & Skills'],2,No,No
Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,"The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing  and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal Compliance, Probing Skills, Screening, Situational Interviews, and Types of Interviews. Front Line Manager, Manager, English (USA),",['Knowledge & Skills'],2,No,No
iOS Development (New),https://www.shl.com/products/product-catalog/view/ios-development-new/,"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
ITIL (IT Infrastructure Library) (New),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,"Multi-choice test that measures the knowledge of capacity management, change management and problem management. Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development. Entry-Level, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,"Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
JavaScript (New),https://www.shl.com/products/product-catalog/view/javascript-new/,"Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Kubernetes (New),https://www.shl.com/products/product-catalog/view/kubernetes-new/,"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Linux Administration (New),https://www.shl.com/products/product-catalog/view/linux-administration-new/,"Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Linux Operating System,https://www.shl.com/products/product-catalog/view/linux-operating-system/,"Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management. Entry-Level, General Population, Graduate, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Linux Programming (General),https://www.shl.com/products/product-catalog/view/linux-programming-general/,"The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revision Control, RPC/CORBA, and X Programming. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Load Runner (New),https://www.shl.com/products/product-catalog/view/load-runner-new/,"Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Management Scenarios,https://www.shl.com/products/product-catalog/view/management-scenarios/,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.",['Biodata & Situational Judgement'],2,No,No
Managerial Scenarios Candidate Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.",['Biodata & Situational Judgement'],2,No,No
Managerial Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.",['Biodata & Situational Judgement'],2,No,No
Managerial Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.",['Biodata & Situational Judgement'],2,No,No
Manual Testing (New),https://www.shl.com/products/product-catalog/view/manual-testing-new/,"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,"The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie successful and safe performance in an 
industrial/manufacturing setting. This solution assesses process monitoring, mechanical 
comprehension and other foundational behaviors including behaving safely in the workplace; 
applying domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Mach","['Ability & Aptitude', 'Personality & Behavior']",2,No,No
